date,card_number,business_or_person_original,category_original,debit,credit,business_or_person,category,sequence
2022-07-29,5739,il mercato,dining,30.71,,il mercato,dining,1
2022-07-28,5739,vueling anndfbqc,airfare,101.72,,vueling anndfbqc,travel,1
2022-07-28,5739,hofer dankt,merchandise,33.77,,hofer dankt,groceries,1
2022-07-28,5739,tap04700030470003514201,airfare,108.4,,tap,travel,1
2022-07-28,5739,futbol club barcelona,entertainment,237.03,,futbol club barcelona,entertainment,1
2022-07-28,5739,airbnb  hme83f9rd2,other travel,261.29,,airbnb  hmefrd,travel,1
2022-07-27,5739,restaurant altes jäger,dining,30.75,,restaurant altes jäger,dining,1
2022-07-27,5739,billa dankt,merchandise,30.75,,billa dankt,groceries,1
2022-07-26,5739,cafe goldener papage,dining,18.47,,cafe goldener papage,dining,1
2022-07-24,5739,cafe del sol,dining,10.26,,cafe del sol,dining,1
2022-07-24,5739,sumup  *mendivil & blo,dining,26.15,,sumup  *mendivil & blo,dining,1
2022-07-24,5739,moby dick vienna,dining,16.41,,moby dick vienna,dining,1
2022-07-23,5739,hofer dankt,merchandise,53.03,,hofer dankt,groceries,1
2022-07-23,5739,gragger & cie,dining,11.59,,gragger & cie,dining,1
2022-07-22,5739,il mercato,dining,20.76,,il mercato,dining,1
2022-07-22,5739,golfclub wienerberg,entertainment,17.47,,golfclub wienerberg,entertainment,1
2022-07-21,5739,bipa dankt,merchandise,3.22,,bipa dankt,groceries,1
2022-07-21,5739,mcdonalds 174,dining,9.25,,mcdonalds ,dining,1
2022-07-21,5739,sumup  *balthasar kaf,dining,9.25,,sumup  *balthasar kaf,dining,1
2022-07-20,5739,stadionbad,entertainment,6.16,,stadionbad,entertainment,1
2022-07-20,5739,interspor winninger st,merchandise,15.39,,interspor winninger st,exercise,1
2022-07-20,5739,spar dankt 4808,merchandise,23.18,,spar dankt ,groceries,1
2022-07-19,5739,golf-club wien,entertainment,15.3,,golf-club wien,entertainment,1
2022-07-18,5739,peek & cloppenburg,merchandise,85.82,,peek & cloppenburg,merchandise,1
2022-07-18,5739,hofer dankt,merchandise,37.73,,hofer dankt,groceries,1
2022-07-16,5739,hank & frank,dining,90.89,,hank & frank,dining,1
2022-07-17,5739,stadionbad,entertainment,6.06,,stadionbad,entertainment,1
2022-07-17,5739,sagi restaurant,dining,27.27,,sagi restaurant,dining,1
2022-07-17,5739,eisgreissler,dining,3.84,,eisgreissler,dining,1
2022-07-16,5739,golfclub wienerberg,entertainment,17.17,,golfclub wienerberg,entertainment,1
2022-07-16,5739,strasser gastronomie,dining,5.05,,strasser gastronomie,dining,1
2022-07-15,5739,hank & frank,dining,19.19,,hank & frank,dining,1
2022-07-15,5739,das augustin,dining,39.38,,das augustin,dining,1
2022-07-15,5739,amzn digital*yq5az0ov3,entertainment,7.99,,amzn digital*yqazov,merchandise,1
2022-07-13,5739,tmobile*prepaid web,phone/cable,48.55,,tmobile*prepaid web,utilities,1
2022-07-13,5739,dm-fil. 0737,merchandise,16.39,,dm-fil. ,groceries,1
2022-07-13,5739,s & l strandcafe,dining,35.31,,s & l strandcafe,dining,1
2022-07-13,5739,hofer dankt,merchandise,6.35,,hofer dankt,groceries,1
2022-07-12,5739,hofer dankt,merchandise,54.39,,hofer dankt,groceries,1
2022-07-12,5739,golf-club wien,entertainment,15.28,,golf-club wien,entertainment,1
2022-07-11,5739,golf-club wien,entertainment,15.29,,golf-club wien,entertainment,1
2022-07-10,5739,cafe goldener papage,dining,32.62,,cafe goldener papage,dining,1
2022-07-10,5739,oebb ticket automat,other travel,1.94,,oebb ticket automat,travel,1
2022-07-09,5739,hotel sacher blaue bar,dining,51.98,,hotel sacher blaue bar,dining,1
2022-07-08,5739,beaulieu epicerie fine,dining,83.82,,beaulieu epicerie fine,dining,1
2022-07-08,5739,spar dankt 4740,merchandise,9.33,,spar dankt ,groceries,1
2022-07-09,5739,hofer dankt,merchandise,58.61,,hofer dankt,groceries,1
2022-07-09,5739,weingut wieninger,dining,62.99,,weingut wieninger,dining,1
2022-07-08,5739,oebb ticket automat,other travel,14.41,,oebb ticket automat,travel,1
2022-07-08,5739,oebb ticket automat,other travel,1.94,,oebb ticket automat,travel,1
2022-07-08,5739,oebb ticket automat,other travel,7.56,,oebb ticket automat,travel,1
2022-07-06,5739,lufthan22002202479266903,airfare,177.84,,lufthan,travel,1
2022-07-06,5739,lufthan22002202479266902,airfare,177.84,,lufthan,travel,1
2022-07-06,5739,lufthan22002202479266901,airfare,177.84,,lufthan,travel,1
2022-07-06,5739,lufthan22002202479266900,airfare,177.84,,lufthan,travel,1
2022-07-07,5739,der mann - backwaren 9,dining,3.49,,der mann - backwaren ,dining,1
2022-07-07,5739,golfclub wienerberg,entertainment,17.47,,golfclub wienerberg,entertainment,1
2022-07-06,5739,joseph brot,dining,11.06,,joseph brot,dining,1
2022-07-06,5739,ankerbrot,dining,5.43,,ankerbrot,dining,1
2022-07-04,5739,golf-club wien,entertainment,15.73,,golf-club wien,entertainment,1
2022-07-04,5739,hofer dankt,merchandise,29.38,,hofer dankt,groceries,1
2022-07-01,5739,interspar dankt,merchandise,34.27,,interspar dankt,groceries,1
2022-07-02,5739,restaurant laguna,dining,28.32,,restaurant laguna,dining,1
2022-07-02,5739,hofer dankt,merchandise,11.38,,hofer dankt,groceries,1
2022-07-02,5739,hofer dankt,merchandise,22.73,,hofer dankt,groceries,1
2022-07-02,5739,adidasat www.adidas.at,merchandise,44.01,,adidasat www.adidas.at,merchandise,1
2022-07-01,5739,sumup  *cafe truth,dining,5.14,,sumup  *cafe truth,dining,1
2022-07-01,5739,about coffee gmbh,dining,7.34,,about coffee gmbh,dining,1
2022-07-01,5739,wiener linien 812,other travel,53.45,,wiener linien ,car/bike/metro,1
2022-07-01,5739,golf house wien,merchandise,148.66,,golf house wien,exercise,1
2022-07-01,5739,halfprice mariahilfer,merchandise,6.28,,halfprice mariahilfer,merchandise,1
2022-07-01,5739,spar dankt 4656,merchandise,0.72,,spar dankt ,groceries,1
2022-07-01,5739,motto brot,dining,9.12,,motto brot,dining,1
2022-07-01,5739,mochi ramen bar,dining,56.59,,mochi ramen bar,dining,1
2022-07-01,5739,tk maxx vienna,merchandise,17.81,,tk maxx vienna,merchandise,1
2022-06-30,5739,wiener linien 812,other travel,5.06,,wiener linien ,car/bike/metro,1
2022-06-30,5739,golfclub wienerberg,entertainment,12.65,,golfclub wienerberg,entertainment,1
2022-06-29,5739,fit fabrik walcherstr.,other services,10.61,,fit fabrik walcherstr.,exercise,1
2022-06-29,5739,eurospar dankt 4167,merchandise,14.81,,eurospar dankt ,groceries,1
2022-06-28,5739,wiener linien 711,other travel,2.55,,wiener linien ,car/bike/metro,1
2022-06-28,5739,wiener linien 662,other travel,2.55,,wiener linien ,car/bike/metro,1
2022-06-28,5739,geier- die bäckerei,dining,6.48,,geier- die bäckerei,dining,1
2022-06-28,5739,golf-club wien,entertainment,15.92,,golf-club wien,entertainment,1
2022-06-27,5739,hofer dankt,merchandise,18.07,,hofer dankt,groceries,1
2022-06-27,5739,wiener linien 812,other travel,5.07,,wiener linien ,car/bike/metro,1
2022-06-27,5739,golf house wien,merchandise,390.0,,golf house wien,exercise,1
2022-06-25,5739,coffee junkie,dining,6.34,,coffee junkie,dining,1
2022-06-27,5739,spar dankt 4808,merchandise,23.95,,spar dankt ,groceries,1
2022-06-25,5739,pizzeria la spiga,dining,42.29,,pizzeria la spiga,dining,1
2022-06-26,5739,joseph brot,dining,13.11,,joseph brot,dining,1
2022-06-26,5739,joseph brot,dining,23.21,,joseph brot,dining,1
2022-06-25,5739,restaurant martinelli,dining,34.89,,restaurant martinelli,dining,1
2022-06-25,5739,wiener linien 812,other travel,2.54,,wiener linien ,car/bike/metro,1
2022-06-25,5739,wiener linien 168,other travel,7.61,,wiener linien ,car/bike/metro,1
2022-06-25,5739,golf-star,merchandise,981.71,,golf-star,exercise,1
2022-06-24,5739,cafe goldener papage,dining,21.18,,cafe goldener papage,dining,1
2022-06-23,5739,dm-fil. 0737,merchandise,9.65,,dm-fil. ,groceries,1
2022-06-22,5739,amzn digital*s23uy8a33,entertainment,9.99,,amzn digital*suya,merchandise,1
2022-06-22,5739,amzn digital*v74fm2963,entertainment,14.74,,amzn digital*vfm,merchandise,1
2022-06-22,5739,amzn digital*t132e3423,entertainment,13.99,,amzn digital*te,merchandise,1
2022-06-22,5739,amzn digital*hi9uh1y43,entertainment,2.99,,amzn digital*hiuhy,merchandise,1
2022-06-20,5739,lufthan22002202478336268,airfare,219.72,,lufthan,travel,1
2022-06-20,5739,lufthan22002202478336267,airfare,219.72,,lufthan,travel,1
2022-06-20,5739,lufthan22002202478336266,airfare,219.72,,lufthan,travel,1
2022-06-20,5739,lufthan22002202478336265,airfare,219.72,,lufthan,travel,1
2022-06-21,5739,spar dankt 4808,merchandise,33.2,,spar dankt ,groceries,1
2022-06-20,5739,mueller mha handelsgmb,health care,35.79,,mueller mha handelsgmb,merchandise,1
2022-06-20,5739,post fa 1015,merchandise,1.06,,post fa ,merchandise,1
2022-06-20,5739,dm-fil. 0606,merchandise,2.23,,dm-fil. ,groceries,1
2022-06-20,5739,wiener linien 124,other travel,2.54,,wiener linien ,car/bike/metro,1
2022-06-20,5739,motto brot,dining,20.14,,motto brot,dining,1
2022-06-20,5739,cafe melangerie,dining,47.7,,cafe melangerie,dining,1
2022-06-19,5739,cafe goldener papage,dining,15.9,,cafe goldener papage,dining,1
2022-06-19,5739,wiener linien 810,other travel,5.09,,wiener linien ,car/bike/metro,1
2022-06-19,5739,mjam gmbh_cnd6-1hwc,merchandise,17.69,,mjam gmbh_cnd-hwc,dining,1
2022-06-18,5739,hofer dankt,merchandise,8.67,,hofer dankt,groceries,1
2022-06-17,5739,erzherzog karl apothek,health care,18.32,,erzherzog karl apothek,health care,1
2022-06-17,5739,hofer dankt,merchandise,18.16,,hofer dankt,groceries,1
2022-06-15,5739,spar dankt 4808,merchandise,88.84,,spar dankt ,groceries,1
2022-06-13,5739,espressomobil,dining,3.2,,espressomobil,dining,1
2022-06-13,5739,wiener linien 124,other travel,2.56,,wiener linien ,car/bike/metro,1
2022-06-13,5739,sumup  *balthasar kaf,dining,8.31,,sumup  *balthasar kaf,dining,1
2022-06-13,5739,kleinod,dining,33.67,,kleinod,dining,1
2022-06-12,5739,belgorama,dining,10.66,,belgorama,dining,1
2022-06-12,5739,billa dankt,merchandise,63.91,,billa dankt,groceries,1
2022-06-12,5739,oebb ticket automat,other travel,2.56,,oebb ticket automat,travel,1
2022-06-12,5739,oebb ticket automat,other travel,4.58,,oebb ticket automat,travel,1
2022-06-11,5739,master concession air,dining,4.24,,master concession air,dining,1
2022-06-10,5739,publix #550,merchandise,67.2,,publix ,groceries,1
2022-06-10,5739,tui airlines ecom,other travel,26.65,,tui airlines ecom,travel,1
2022-06-09,5739,shell oil 57544409907,gas/automotive,43.08,,shell oil ,car/bike/metro,1
2022-06-10,5739,tst* lincoln's beard b,dining,15.0,,tst* lincoln's beard b,dining,1
2022-06-09,5739,tst* tacos & tattoos f,dining,12.3,,tst* tacos & tattoos f,dining,1
2022-06-09,5739,sq *welcome to brewing,dining,6.88,,sq *welcome to brewing,dining,1
2022-06-09,5739,sq *welcome to brewing,dining,21.81,,sq *welcome to brewing,dining,1
2022-06-08,5739,usps po 1159030194,other services,1.96,,usps po ,merchandise,1
2022-06-08,5739,glf*miccosukeegolf,entertainment,42.0,,glf*miccosukeegolf,entertainment,1
2022-06-08,5739,glf*miccosukeegolf,entertainment,4.0,,glf*miccosukeegolf,entertainment,1
2022-06-06,5739,nordstrom rack #779,merchandise,164.77,,nordstrom rack ,merchandise,1
2022-06-06,5739,glf*miccosukeegolf,entertainment,13.0,,glf*miccosukeegolf,entertainment,1
2022-06-05,5739,nordstrom rack #779,merchandise,85.57,,nordstrom rack ,merchandise,1
2022-06-05,5739,marshalls #0406,merchandise,77.0,,marshalls ,merchandise,1
2022-06-05,5739,killian green golf clu,merchandise,144.2,,killian green golf clu,entertainment,1
2022-06-04,5739,nordstrom rack #779,merchandise,72.66,,nordstrom rack ,merchandise,1
2022-06-04,5739,nordstrom rack #779,merchandise,128.34,,nordstrom rack ,merchandise,1
2022-06-04,5739,haagen dazs #1158,dining,9.61,,haagen dazs ,dining,1
2022-06-04,5739,walgreens #3318,health care,2.14,,walgreens ,health care,1
2022-06-04,5739,walgreens #3318,health care,11.88,,walgreens ,health care,1
2022-06-04,5739,sephora dadeland,merchandise,13.91,,sephora dadeland,merchandise,1
2022-06-04,5739,tst* lincoln's beard b,dining,18.6,,tst* lincoln's beard b,dining,1
2022-06-04,5739,tst* lincoln's beard b,dining,8.5,,tst* lincoln's beard b,dining,1
2022-06-02,5739,glf*miccosukeegolf,entertainment,13.0,,glf*miccosukeegolf,entertainment,1
2022-06-03,5739,gfm*gofundme annely ho,other services,55.0,,gfm*gofundme annely ho,donation,1
2022-05-31,5739,publix #550,merchandise,91.15,,publix ,groceries,1
2022-05-30,5739,hole in the wall pub,dining,14.96,,hole in the wall pub,dining,1
2022-05-29,5739,lan pan asian cafe,dining,6.2,,lan pan asian cafe,dining,1
2022-05-29,5739,publix #550,merchandise,27.44,,publix ,groceries,1
2022-05-28,5739,macondo coffee roaster,dining,7.21,,macondo coffee roaster,dining,1
2022-05-29,5739,dc briar bay golf,entertainment,50.0,,dc briar bay golf,entertainment,1
2022-05-28,5739,glf*miccosukeegolf,entertainment,4.0,,glf*miccosukeegolf,entertainment,1
2022-05-27,5739,shell oil 57544409907,gas/automotive,54.41,,shell oil ,car/bike/metro,1
2022-05-27,5739,cienfuegos coffee llc,dining,3.69,,cienfuegos coffee llc,dining,1
2022-05-27,5739,glf*miccosukeegolf,entertainment,9.0,,glf*miccosukeegolf,entertainment,1
2022-05-27,5739,lyft   1 ride 05-26,other travel,30.87,,lyft    ride -,car/bike/metro,1
2022-05-25,5739,green market-,dining,2.79,,green market-,dining,1
2022-05-25,5739,goldcoast lb ord,dining,10.26,,goldcoast lb ord,dining,1
2022-05-25,5739,goose island l10 ord,dining,20.76,,goose island l ord,dining,1
2022-05-23,5739,lyft   3 rides 05-22,other travel,13.04,,lyft    rides -,car/bike/metro,1
2022-05-22,5739,cafe cremerie,dining,13.65,,cafe cremerie,dining,1
2022-05-22,5739,urban market,merchandise,73.04,,urban market,groceries,1
2022-05-22,5739,lyft   2 rides 05-21,other travel,23.03,,lyft    rides -,car/bike/metro,1
2022-05-21,5739,cog hill golf and coun,entertainment,67.0,,cog hill golf and coun,entertainment,1
2022-05-21,5739,cvs/pharmacy #08745,health care,11.46,,cvs/pharmacy ,health care,1
2022-05-21,5739,speedway 05343 rt 83 9,gas/automotive,30.04,,speedway  rt  ,car/bike/metro,1
2022-05-21,5739,tst* berghoff restaura,dining,77.18,,tst* berghoff restaura,dining,1
2022-05-21,5739,sq *gallery cafe : ave,dining,11.97,,sq *gallery cafe : ave,dining,1
2022-05-20,5739,glf*sydneymarovitz,entertainment,3.5,,glf*sydneymarovitz,entertainment,1
2022-05-20,5739,glf*sydneymarovitz,entertainment,32.0,,glf*sydneymarovitz,entertainment,1
2022-05-20,5739,tst* the violet hour,dining,86.09,,tst* the violet hour,dining,1
2022-05-19,5739,tst* beatnik west town,dining,65.32,,tst* beatnik west town,dining,1
2022-05-19,5739,sq *gallery cafe : ave,dining,12.1,,sq *gallery cafe : ave,dining,1
2022-05-19,5739,lyft   3 rides 05-18,other travel,13.17,,lyft    rides -,car/bike/metro,1
2022-05-18,5739,wholefds goc #10740,merchandise,69.38,,wholefds goc ,groceries,1
2022-05-19,5739,tst* intelligentsia -,dining,23.18,,tst* intelligentsia -,dining,1
2022-05-19,5739,tst* intelligentsia -,dining,6.31,,tst* intelligentsia -,dining,1
2022-05-17,5739,nella pizza e pasta,dining,35.21,,nella pizza e pasta,dining,1
2022-05-17,5739,lyft   1 ride 05-16,other travel,4.49,,lyft    ride -,car/bike/metro,1
2022-05-15,5739,urban market,merchandise,94.42,,urban market,groceries,1
2022-05-13,5739,dorian's through the r,dining,102.39,,dorian's through the r,dining,1
2022-05-13,5739,csc serviceworks ultra,other services,2.25,,csc serviceworks ultra,car/bike/metro,1
2022-05-15,5739,dd doordash sultansma,dining,64.68,,dd doordash sultansma,dining,1
2022-05-15,5739,lyft   1 ride 05-14,other travel,5.77,,lyft    ride -,car/bike/metro,1
2022-05-14,5739,cvs/pharmacy #08745,health care,12.85,,cvs/pharmacy ,health care,1
2022-05-14,5739,red oak snack bar,dining,78.29,,red oak snack bar,dining,1
2022-05-14,5739,red oak snack bar,dining,15.0,,red oak snack bar,dining,1
2022-05-14,5739,dd doordash eataly,dining,28.85,,dd doordash eataly,dining,1
2022-05-14,5739,lyft   1 ride 05-13,other travel,8.8,,lyft    ride -,car/bike/metro,1
2022-05-12,5739,pipeworks brewing co,merchandise,29.75,,pipeworks brewing co,merchandise,1
2022-05-13,5739,lyft   4 rides 05-12,other travel,22.64,,lyft    rides -,car/bike/metro,1
2022-05-12,5739,urban market,merchandise,9.92,,urban market,groceries,1
2022-05-12,5739,sq *steve's flower mar,merchandise,76.66,,sq *steve's flower mar,dining,1
2022-05-12,5739,dd doordash xoco,dining,64.39,,dd doordash xoco,dining,1
2022-05-08,5739,ryo sushi,dining,38.3,,ryo sushi,dining,1
2022-05-08,5739,old jerusalem restaura,dining,14.85,,old jerusalem restaura,dining,1
2022-05-09,5739,lyft   1 ride 05-08,other travel,6.38,,lyft    ride -,car/bike/metro,1
2022-05-08,5739,cvs/pharmacy #08745,health care,39.13,,cvs/pharmacy ,health care,1
2022-05-09,5739,tst* hogsalt - aster h,dining,6.25,,tst* hogsalt - aster h,dining,1
2022-05-08,5739,urban market,merchandise,95.73,,urban market,groceries,1
2022-05-08,5739,nordstrom rack #245,merchandise,344.33,,nordstrom rack ,merchandise,1
2022-05-08,5739,ventra mobile,other travel,10.0,,ventra mobile,car/bike/metro,1
2022-05-07,5739,eggholic,dining,12.73,,eggholic,dining,1
2022-05-06,5739,miccosukee golf-pro sh,dining,13.0,,miccosukee golf-pro sh,entertainment,1
2022-05-08,5739,bloomingdales  north m,merchandise,1.65,,bloomingdales  north m,merchandise,1
2022-05-08,5739,sp cocoa plus compan,merchandise,10.49,,sp cocoa plus compan,merchandise,1
2022-05-07,5739,guava & java mia term,dining,10.58,,guava & java mia term,dining,1
2022-05-07,5739,walgreens #3318,health care,8.11,,walgreens ,health care,1
2022-05-07,5739,cypress gardens flower,merchandise,37.45,,cypress gardens flower,merchandise,1
2022-05-03,5739,glf*miccosukeegolf,entertainment,9.0,,glf*miccosukeegolf,entertainment,1
2022-05-01,5739,tjmaxx #0271,merchandise,189.34,,tjmaxx ,merchandise,1
2022-05-01,5739,glf*miccosukeegolf,entertainment,12.0,,glf*miccosukeegolf,entertainment,1
2022-04-30,5739,publix #550,merchandise,124.46,,publix ,groceries,1
2022-04-30,5739,cypress gardens flower,merchandise,36.38,,cypress gardens flower,merchandise,1
2022-04-29,5739,wingstop 1373,dining,42.79,,wingstop ,dining,1
2022-04-28,5739,the cleat @ boater's g,dining,124.2,,the cleat @ boater's g,dining,1
2022-04-29,5739,sq *outrageous bagel c,merchandise,27.39,,sq *outrageous bagel c,dining,1
2022-04-27,5739,winn-dixie   #0370,merchandise,9.51,,winn-dixie   ,groceries,1
2022-04-27,5739,galloway farm nursery,merchandise,47.7,,galloway farm nursery,merchandise,1
2022-04-27,5739,dollar tree,merchandise,4.01,,dollar tree,merchandise,1
2022-04-27,5739,tst* doral yard - dora,dining,26.25,,tst* doral yard - dora,dining,1
2022-04-27,5739,sq *santo dulce|,dining,10.52,,sq *santo dulce|,dining,1
2022-04-24,5739,wholefds cgb 10190,merchandise,63.67,,wholefds cgb ,groceries,1
2022-04-24,5739,publix #44,merchandise,161.1,,publix ,groceries,1
2022-04-24,5739,parking pay phone,gas/automotive,7.27,,parking pay phone,car/bike/metro,1
2022-04-23,5739,shops at st. tropez,gas/automotive,3.0,,shops at st. tropez,merchandise,1
2022-04-22,5739,8street brickell,dining,50.4,,street brickell,dining,1
2022-04-23,5739,kalinka delicatessen,dining,19.25,,kalinka delicatessen,dining,1
2022-04-23,5739,shell oil 57544409907,gas/automotive,40.92,,shell oil ,car/bike/metro,1
2022-04-23,5739,publix supermarkets #1,merchandise,1.92,,publix supermarkets ,groceries,1
2022-04-23,5739,publix supermarkets #1,merchandise,46.92,,publix supermarkets ,groceries,1
2022-04-23,5739,sunny isles parking me,gas/automotive,2.27,,sunny isles parking me,car/bike/metro,1
2022-04-23,5739,sunny isles parking me,gas/automotive,8.27,,sunny isles parking me,car/bike/metro,1
2022-04-23,5739,matryoshka deli food,merchandise,41.57,,matryoshka deli food,groceries,1
2022-04-23,5739,sq *matryoshka,merchandise,78.28,,sq *matryoshka,dining,1
2022-04-23,5739,tst* spanglish plus gr,dining,100.87,,tst* spanglish plus gr,dining,1
2022-04-22,5739,72755 - brickell city,gas/automotive,16.0,, - brickell city,car/bike/metro,1
2022-04-23,5739,tst* miami mojito comp,dining,17.8,,tst* miami mojito comp,dining,1
2022-04-22,5739,mpa parking pay by pho,gas/automotive,9.75,,mpa parking pay by pho,car/bike/metro,1
2022-04-22,5739,mpa parking pay by pho,gas/automotive,3.25,,mpa parking pay by pho,car/bike/metro,1
2022-04-22,5739,sq *roy de france,merchandise,22.57,,sq *roy de france,dining,1
2022-04-22,5739,sq *cerveceria la trop,merchandise,15.12,,sq *cerveceria la trop,dining,1
2022-04-22,5739,sq *cerveceria la trop,merchandise,10.0,,sq *cerveceria la trop,dining,1
2022-04-21,5739,sq *union beer store,dining,18.14,,sq *union beer store,dining,1
2022-04-21,5739,mpa parking pay by pho,gas/automotive,5.25,,mpa parking pay by pho,car/bike/metro,1
2022-04-21,5739,mpa parking pay by pho,gas/automotive,1.75,,mpa parking pay by pho,car/bike/metro,1
2022-04-20,5739,shell oil 57543957500,gas/automotive,9.0,,shell oil ,car/bike/metro,1
2022-04-19,5739,yard house 0108323,dining,37.93,,yard house ,dining,1
2022-04-18,5739,wendy's  #1699,dining,9.29,,wendy's  ,dining,1
2022-04-18,5739,merrick park cinema 28,entertainment,18.28,,merrick park cinema ,entertainment,1
2022-04-19,5739,parkjockey miami llc.,gas/automotive,8.66,,parkjockey miami llc.,car/bike/metro,1
2022-04-17,5739,ccg@perez art museum p,dining,105.41,,ccg@perez art museum p,entertainment,1
2022-04-16,5739,wholefds cgb 10190,merchandise,63.14,,wholefds cgb ,groceries,1
2022-04-16,5739,park one of flordiaqps,gas/automotive,15.0,,park one of flordiaqps,car/bike/metro,1
2022-04-16,5739,mpa parking pay by pho,gas/automotive,0.88,,mpa parking pay by pho,car/bike/metro,1
2022-04-15,5739,dd doordash dairyquee,dining,18.56,,dd doordash dairyquee,dining,1
2022-04-12,5739,the ritz carlton keyb,lodging,54.02,,the ritz carlton keyb,dining,1
2022-04-12,5739,the ritz carlton key b,lodging,12.0,,the ritz carlton key b,dining,1
2022-04-12,5739,el gran inka  biscayne,dining,256.65,,el gran inka  biscayne,dining,1
2022-04-11,5739,tst* quarterdeck  dani,dining,151.13,,tst* quarterdeck  dani,dining,1
2022-04-09,5739,dc briar bay golf,entertainment,23.75,,dc briar bay golf,entertainment,1
2022-04-08,5739,biltmore golf course,entertainment,17.0,,biltmore golf course,entertainment,1
2022-04-08,5739,biltmore coral gables,dining,43.06,,biltmore coral gables,dining,1
2022-04-08,5739,trader joe's #781 qps,merchandise,98.19,,trader joe's  qps,groceries,1
2022-04-08,5739,the fresh market 055,merchandise,47.5,,the fresh market ,groceries,1
2022-04-08,5739,parkjockey miami llc.,gas/automotive,5.45,,parkjockey miami llc.,car/bike/metro,1
2022-04-08,5739,regal cinemas mobile a,entertainment,30.62,,regal cinemas mobile a,entertainment,1
2022-04-07,5739,regal kendall 16  0996,entertainment,11.12,,regal kendall   ,entertainment,1
2022-04-07,5739,tst* pisco kendall,dining,30.46,,tst* pisco kendall,dining,1
2022-04-06,5739,pinecrest bakery 11,dining,21.55,,pinecrest bakery ,dining,1
2022-04-07,5739,tst* chef adriannes vi,dining,40.26,,tst* chef adriannes vi,dining,1
2022-04-06,5739,total wine and more,merchandise,34.21,,total wine and more,groceries,1
2022-04-06,5739,publix #261,merchandise,37.13,,publix ,groceries,1
2022-04-06,5739,tst* greenstreet cocon,dining,37.24,,tst* greenstreet cocon,dining,1
2022-04-03,5739,3 sons brewing co,dining,6.25,, sons brewing co,dining,1
2022-04-03,5739,paradise parking,gas/automotive,12.25,,paradise parking,car/bike/metro,1
2022-04-03,5739,coh prking pay by phon,gas/automotive,4.35,,coh prking pay by phon,car/bike/metro,1
2022-04-03,5739,city of dania beach,gas/automotive,6.15,,city of dania beach,car/bike/metro,1
2022-04-03,5739,panther coconut grove,dining,34.7,,panther coconut grove,dining,1
2022-04-03,5739,tst* tiki tiki,dining,143.05,,tst* tiki tiki,dining,1
2022-04-03,5739,sq *madruga bakery,dining,23.24,,sq *madruga bakery,dining,1
2022-04-03,5739,glasshousecafebylebasq,dining,11.7,,glasshousecafebylebasq,dining,1
2022-04-03,5739,glasshousecafebylebasq,dining,12.84,,glasshousecafebylebasq,dining,1
2022-04-02,5739,tst* redfish by chef a,dining,121.98,,tst* redfish by chef a,dining,1
2022-04-02,5739,sq *forno italiano piz,merchandise,26.67,,sq *forno italiano piz,dining,1
2022-04-02,5739,fairchild garden,other services,42.9,,fairchild garden,entertainment,1
2022-04-01,5739,winn-dixie   #0370,merchandise,47.64,,winn-dixie   ,groceries,1
2022-04-01,5739,economy park ride mia,gas/automotive,10.0,,economy park ride mia,car/bike/metro,1
2022-03-30,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-03-27,5739,redland golf & country,entertainment,111.4,,redland golf & country,entertainment,1
2022-03-27,5739,shake shack - 1369,dining,17.4,,shake shack - ,dining,1
2022-03-27,5739,publix #550,merchandise,22.72,,publix ,groceries,1
2022-03-26,5739,publix #550,merchandise,25.66,,publix ,groceries,1
2022-03-25,5739,glf*miccosukeegolf,entertainment,9.0,,glf*miccosukeegolf,entertainment,1
2022-03-24,5739,spirit ai 48702997727560,airfare,73.48,,spirit ai ,travel,1
2022-03-24,5739,tamiami park,other services,3.0,,tamiami park,exercise,1
2022-03-24,5739,kiwi.com,other travel,413.76,,kiwi.com,travel,1
2022-03-24,5739,airbnb  hmyreeaeyb,lodging,10.23,,airbnb  hmyreeaeyb,travel,1
2022-03-24,5739,airbnb  hmyreeaeyb,lodging,1615.26,,airbnb  hmyreeaeyb,travel,1
2022-03-21,5739,publix #550,merchandise,70.56,,publix ,groceries,1
2022-03-20,5739,lan pan asian cafe,dining,6.79,,lan pan asian cafe,dining,1
2022-03-20,5739,cms*bettoli trading co,dining,2.0,,cms*bettoli trading co,dining,1
2022-03-20,5739,tst* sports grill - pa,dining,25.06,,tst* sports grill - pa,dining,1
2022-03-20,5739,laderach usa inc lader,merchandise,6.89,,laderach usa inc lader,merchandise,1
2022-03-19,5739,shake shack - 1369,dining,7.01,,shake shack - ,dining,1
2022-03-19,5739,mcdonald's f3383,dining,12.06,,mcdonald's f,dining,1
2022-03-19,5739,tst* veza sur brewing,dining,50.04,,tst* veza sur brewing,dining,1
2022-03-17,5739,8street brickell,dining,53.36,,street brickell,dining,1
2022-03-18,5739,tst* redbar - brickell,dining,10.1,,tst* redbar - brickell,dining,1
2022-03-16,5739,publix #550,merchandise,117.24,,publix ,groceries,1
2022-03-13,5739,taco bell 001500154518,dining,13.88,,taco bell ,dining,1
2022-03-13,5739,el rinconcito latino k,dining,11.98,,el rinconcito latino k,dining,1
2022-03-13,5739,coldstone #20416,dining,8.47,,coldstone ,dining,1
2022-03-12,5739,tst* aguacate,dining,21.87,,tst* aguacate,dining,1
