date,card_number,business_or_person_original,category_original,debit,credit,business_or_person,category,sequence
2023-11-07,5739.0,joseph brot,dining,4.52,,joseph brot,dining,1
2023-11-07,3363.0,db vertrieb gmbh,other travel,85.77,,db vertrieb gmbh,travel,1
2023-11-06,3363.0,nextbike by tier,other travel,3.87,,nextbike by tier,car/bike/metro,1
2023-11-06,5739.0,billa dankt,merchandise,50.04,,billa dankt,groceries,1
2023-11-05,5739.0,cafe wortner,dining,4.83,,cafe wortner,dining,1
2023-11-05,5739.0,disco volante,dining,32.21,,disco volante,dining,1
2023-11-05,5739.0,hernals. kebap pizza,dining,5.58,,hernals. kebap pizza,dining,1
2023-11-05,3363.0,apple.com/bill,merchandise,12.99,,apple.com/bill,merchandise,1
2023-11-04,3363.0,nextbike by tier,other travel,0.64,,nextbike by tier,car/bike/metro,1
2023-11-04,5739.0,cinnamood,dining,17.72,,cinnamood,dining,1
2023-11-04,3363.0,apple.com/bill,entertainment,0.99,,apple.com/bill,merchandise,1
2023-11-03,5739.0,wiener linien 2052,other travel,2.77,,wiener linien ,car/bike/metro,1
2023-11-03,5739.0,wiener linien 697,other travel,2.58,,wiener linien ,car/bike/metro,1
2023-11-03,5739.0,coffee pirates,dining,4.37,,coffee pirates,dining,1
2023-11-03,8035.0,hofer dankt,merchandise,21.08,,hofer dankt,groceries,1
2023-11-03,5739.0,markta gmbh,merchandise,12.77,,markta gmbh,merchandise,1
2023-11-01,5739.0,wiener linien 228,other travel,2.56,,wiener linien ,car/bike/metro,1
2023-10-31,3363.0,nextbike by tier,other travel,0.64,,nextbike by tier,car/bike/metro,1
2023-10-31,5739.0,billa dankt,merchandise,70.72,,billa dankt,groceries,1
2023-10-30,5739.0,hernals. kebap pizza,dining,6.15,,hernals. kebap pizza,dining,1
2023-10-30,5739.0,billa dankt,merchandise,1.74,,billa dankt,groceries,1
2023-10-29,3363.0,nextbike by tier,other travel,1.91,,nextbike by tier,car/bike/metro,1
2023-10-29,5739.0,alser cafe,dining,5.19,,alser cafe,dining,1
2023-10-28,5739.0,"""nella"" imbissstube",dining,6.89,,"""nella"" imbissstube",dining,1
2023-10-28,8035.0,hotel imperial vienna,lodging,15.9,,hotel imperial vienna,dining,1
2023-10-28,5739.0,joe&joe vienna,lodging,3.71,,joe&joe vienna,dining,1
2023-10-28,5739.0,spar fil. 4116,merchandise,6.27,,spar fil. ,groceries,1
2023-10-27,3363.0,nextbike by tier,other travel,0.64,,nextbike by tier,car/bike/metro,1
2023-10-27,5739.0,eurospar dankt 4214,merchandise,19.44,,eurospar dankt ,groceries,1
2023-10-26,5739.0,jonas reindl 1090,dining,4.77,,jonas reindl ,dining,1
2023-10-26,5739.0,lao lao,dining,19.1,,lao lao,dining,1
2023-10-26,5739.0,the travelkitchen,dining,9.55,,the travelkitchen,dining,1
2023-10-25,5739.0,hernals. kebap pizza,dining,14.75,,hernals. kebap pizza,dining,1
2023-10-25,5739.0,sumup  *grey kaffee,dining,4.06,,sumup  *grey kaffee,dining,1
2023-10-24,3363.0,tier mobility se,other travel,0.64,,tier mobility se,car/bike/metro,1
2023-10-24,8035.0,billa dankt,merchandise,7.54,,billa dankt,groceries,1
2023-10-24,8035.0,lidl dankt 496,merchandise,40.21,,lidl dankt ,groceries,1
2023-10-23,5739.0,sumup  *grey kaffee,dining,4.14,,sumup  *grey kaffee,dining,1
2023-10-21,3363.0,tier mobility se,other travel,1.91,,tier mobility se,car/bike/metro,1
2023-10-21,5739.0,billa dankt,merchandise,72.41,,billa dankt,groceries,1
2023-10-20,5739.0,spar fil. 4387,merchandise,5.95,,spar fil. ,groceries,1
2023-10-19,3363.0,tier mobility se,other travel,0.64,,tier mobility se,car/bike/metro,1
2023-10-18,5739.0,sumup  *im werkzeug  g,dining,4.66,,sumup  *im werkzeug  g,dining,1
2023-10-18,8035.0,lidl dankt 496,merchandise,46.75,,lidl dankt ,groceries,1
2023-10-18,3363.0,amzn mktp de*h87hp6uo4,merchandise,79.19,,amzn mktp de*hhpuo,merchandise,1
2023-10-18,3363.0,yesss.at,merchandise,31.78,,yesss.at,utilities,1
2023-10-16,5739.0,lyft   1 ride 10-15,other travel,15.91,,lyft    ride -,car/bike/metro,1
2023-10-16,5739.0,autogrill gmbh,lodging,8.03,,autogrill gmbh,dining,1
2023-10-16,5739.0,nyx*lhgrouptastemore,dining,3.12,,nyx*lhgrouptastemore,dining,1
2023-10-15,5739.0,uber   trip,other travel,12.9,,uber   trip,car/bike/metro,1
2023-10-15,8035.0,ventra account,other travel,2.5,,ventra account,car/bike/metro,1
2023-10-15,5739.0,frontera grill b11 ord,dining,30.17,,frontera grill b ord,dining,1
2023-10-15,5739.0,sq *dayglow chicago,dining,14.5,,sq *dayglow chicago,dining,1
2023-10-15,8035.0,tst* dos urban cantina,dining,28.03,,tst* dos urban cantina,dining,1
2023-10-15,5739.0,tst* leye - do-rite do,dining,7.21,,tst* leye - do-rite do,dining,1
2023-10-15,5739.0,tst* rebel & rye,dining,40.0,,tst* rebel & rye,dining,1
2023-10-15,5739.0,tst* rebel & rye,dining,40.0,,tst* rebel & rye,dining,2
2023-10-15,5739.0,zoot's cafe ord,dining,5.91,,zoot's cafe ord,dining,1
2023-10-15,5739.0,sp black fodder coff,merchandise,4.81,,sp black fodder coff,merchandise,1
2023-10-14,5739.0,tst* the fat shallot -,dining,18.89,,tst* the fat shallot -,dining,1
2023-10-14,5739.0,tst* xoco,dining,33.38,,tst* xoco,dining,1
2023-10-14,5739.0,tst* gangnam market em,merchandise,48.61,,tst* gangnam market em,merchandise,1
2023-10-13,8035.0,ventra account,other travel,5.0,,ventra account,car/bike/metro,1
2023-10-13,5739.0,py *mca  wwmg,dining,12.5,,py *mca  wwmg,dining,1
2023-10-12,5739.0,goodwill industries 52,merchandise,14.98,,goodwill industries ,merchandise,1
2023-10-11,5739.0,tst* gangnam market em,merchandise,6.62,,tst* gangnam market em,merchandise,1
2023-10-10,5739.0,lyft   1 ride 10-09,other travel,27.99,,lyft    ride -,car/bike/metro,1
2023-10-10,8035.0,ventra account,other travel,2.5,,ventra account,car/bike/metro,1
2023-10-09,5739.0,lyft   1 ride 10-08,other travel,14.73,,lyft    ride -,car/bike/metro,1
2023-10-09,8035.0,ventra account,other travel,5.0,,ventra account,car/bike/metro,1
2023-10-09,5739.0,cocina del barrio,dining,5.66,,cocina del barrio,dining,1
2023-10-08,5739.0,uber   trip,other travel,6.51,,uber   trip,car/bike/metro,1
2023-10-08,5739.0,cub foods broadway,merchandise,92.12,,cub foods broadway,groceries,1
2023-10-07,8035.0,ventra account,other travel,2.5,,ventra account,car/bike/metro,1
2023-10-07,5739.0,fuzzys taco shop - min,dining,40.17,,fuzzys taco shop - min,dining,1
2023-10-07,8035.0,sq *element wood fire,dining,19.75,,sq *element wood fire,dining,1
2023-10-07,5739.0,sq *element wood fire,dining,22.25,,sq *element wood fire,dining,1
2023-10-06,8035.0,ventra account,other travel,4.5,,ventra account,car/bike/metro,1
2023-10-06,5739.0,tst* hogsalt - small c,dining,46.45,,tst* hogsalt - small c,dining,1
2023-10-06,5739.0,tst* gangnam market em,merchandise,81.27,,tst* gangnam market em,merchandise,1
2023-10-05,5739.0,lyft   2 rides 10-04,other travel,17.15,,lyft    rides -,car/bike/metro,1
2023-10-05,8035.0,ventra account,other travel,2.5,,ventra account,car/bike/metro,1
2023-10-05,5739.0,tst* hogsalt - aster h,dining,23.01,,tst* hogsalt - aster h,dining,1
2023-10-05,8035.0,gps-625 michigan,merchandise,7.78,,gps- michigan,merchandise,1
2023-10-04,3363.0,tier mobility se,other travel,0.63,,tier mobility se,car/bike/metro,1
2023-10-04,3363.0,ventra account,other travel,5.0,,ventra account,car/bike/metro,1
2023-10-04,5739.0,bistrot brussels airpo,dining,5.15,,bistrot brussels airpo,dining,1
2023-10-04,5739.0,1c united cntr concess,dining,41.89,,c united cntr concess,dining,1
2023-10-04,8035.0,tst* fora,dining,67.47,,tst* fora,dining,1
2023-10-04,3363.0,apple.com/bill,entertainment,0.99,,apple.com/bill,merchandise,1
2023-10-03,3363.0,wr.staedt.vers. 404581,other,79.45,,wr.staedt.vers. ,car/bike/metro,1
2023-10-03,5739.0,hernals. kebap pizza,dining,5.51,,hernals. kebap pizza,dining,1
2023-10-03,5739.0,bipa dankt,merchandise,0.84,,bipa dankt,groceries,1
2023-10-03,5739.0,interspar fil. 8730,merchandise,20.7,,interspar fil. ,groceries,1
2023-10-02,3363.0,tier mobility se,other travel,0.64,,tier mobility se,car/bike/metro,1
2023-10-02,5739.0,billa dankt,merchandise,14.47,,billa dankt,groceries,1
2023-10-02,5739.0,spar fil. 4656,merchandise,0.84,,spar fil. ,groceries,1
2023-10-02,5739.0,halfprice mariahilfer,merchandise,9.55,,halfprice mariahilfer,merchandise,1
2023-10-02,5739.0,mueller mha handelsgmb,health care,50.5,,mueller mha handelsgmb,merchandise,1
2023-10-01,5739.0,db fernverkehr ag,dining,35.04,,db fernverkehr ag,travel,1
2023-09-30,5739.0,cafe hurricane e k,dining,78.58,,cafe hurricane e k,dining,1
2023-09-30,8035.0,echt günstig,merchandise,5.29,,echt günstig,merchandise,1
2023-09-29,3363.0,tier mobility se,other travel,5.29,,tier mobility se,car/bike/metro,1
2023-09-29,5739.0,höflinger 10136,dining,3.17,,höflinger ,dining,1
2023-09-29,5739.0,peter pane kassel,dining,68.77,,peter pane kassel,dining,1
2023-09-29,5739.0,elefant am nil gbr,merchandise,6.03,,elefant am nil gbr,merchandise,1
2023-09-28,5739.0,wiener linien 2375,other travel,2.75,,wiener linien ,car/bike/metro,1
2023-09-28,5739.0,billa dankt,merchandise,6.34,,billa dankt,groceries,1
2023-09-28,5739.0,billa dankt,merchandise,26.58,,billa dankt,groceries,1
2023-09-27,5739.0,spar fil. 4851,merchandise,4.55,,spar fil. ,groceries,1
2023-09-26,5739.0,hernals. kebap pizza,dining,5.54,,hernals. kebap pizza,dining,1
2023-09-26,5739.0,billa dankt,merchandise,49.3,,billa dankt,groceries,1
2023-09-23,5739.0,wiener linien 752,other travel,2.56,,wiener linien ,car/bike/metro,1
2023-09-23,5739.0,som kitchen,dining,25.62,,som kitchen,dining,1
2023-09-23,5739.0,billa dankt,merchandise,2.7,,billa dankt,groceries,1
2023-09-22,8035.0,billa dankt,merchandise,11.99,,billa dankt,groceries,1
2023-09-22,5739.0,billa dankt,merchandise,66.06,,billa dankt,groceries,1
2023-09-21,5739.0,eurospar dankt 4214,merchandise,16.3,,eurospar dankt ,groceries,1
2023-09-20,5739.0,jonas reindl 1090,dining,4.93,,jonas reindl ,dining,1
2023-09-20,3363.0,paypal *momox se,merchandise,207.67,,paypal *momox se,home,1
2023-09-20,5739.0,verlag d. oegb gmbh,merchandise,23.52,,verlag d. oegb gmbh,merchandise,1
2023-09-19,5739.0,wiener linien 2238,other travel,2.78,,wiener linien ,car/bike/metro,1
2023-09-19,5739.0,dietmar horvath backwa,dining,3.85,,dietmar horvath backwa,dining,1
2023-09-19,5739.0,lidl dankt 496,merchandise,54.73,,lidl dankt ,groceries,1
2023-09-19,5739.0,ikea europaplatz,merchandise,42.78,,ikea europaplatz,home,1
2023-09-18,5739.0,wiener linien 672,other travel,2.57,,wiener linien ,car/bike/metro,1
2023-09-18,5739.0,wiener linien 665,other travel,2.57,,wiener linien ,car/bike/metro,1
2023-09-18,5739.0,hernals. kebap pizza,dining,5.56,,hernals. kebap pizza,dining,1
2023-09-18,5739.0,mcdonalds 27,dining,10.9,,mcdonalds ,dining,1
2023-09-18,5739.0,ströck 3068 meidling u,dining,4.86,,ströck  meidling u,dining,1
2023-09-18,5739.0,billa dankt,merchandise,1.75,,billa dankt,groceries,1
2023-09-17,5739.0,arco adige,dining,40.62,,arco adige,dining,1
2023-09-17,8035.0,atak sultan,merchandise,6.95,,atak sultan,merchandise,1
2023-09-16,5739.0,wiener linien 873,other travel,2.57,,wiener linien ,car/bike/metro,1
2023-09-16,5739.0,wiener linien 122,other travel,2.57,,wiener linien ,car/bike/metro,1
2023-09-16,5739.0,zur alten kaisermuehle,dining,66.28,,zur alten kaisermuehle,dining,1
2023-09-16,5739.0,spar fil. 4727,merchandise,2.19,,spar fil. ,groceries,1
2023-09-14,5739.0,hernals. kebap pizza,dining,5.6,,hernals. kebap pizza,dining,1
2023-09-14,5739.0,billa dankt,merchandise,7.95,,billa dankt,groceries,1
2023-09-14,5739.0,interspar fil. 8730,merchandise,16.31,,interspar fil. ,groceries,1
2023-09-13,5739.0,gürtel bräu,dining,33.39,,gürtel bräu,dining,1
2023-09-12,5739.0,billa dankt,merchandise,64.89,,billa dankt,groceries,1
2023-09-10,5739.0,oberlaa konditorei-ger,dining,26.86,,oberlaa konditorei-ger,dining,1
2023-09-09,5739.0,interspar fil. 8730,merchandise,61.55,,interspar fil. ,groceries,1
2023-09-08,5739.0,billa dankt,merchandise,4.28,,billa dankt,groceries,1
2023-09-08,8035.0,bipa dankt,merchandise,12.52,,bipa dankt,groceries,1
2023-09-06,5739.0,billa dankt,merchandise,96.91,,billa dankt,groceries,1
2023-09-06,3363.0,openai,merchandise,15.0,,openai,learning,1
2023-09-06,3363.0,openai,merchandise,10.0,,openai,learning,1
2023-09-05,5739.0,heurigenbuffet ernst,dining,26.18,,heurigenbuffet ernst,dining,1
2023-09-05,5739.0,billa dankt,merchandise,9.87,,billa dankt,groceries,1
2023-09-04,5739.0,ikea europaplatz,merchandise,28.82,,ikea europaplatz,home,1
2023-09-04,5739.0,ikea europaplatz,merchandise,9.78,,ikea europaplatz,home,1
2023-09-04,3363.0,apple.com/bill,merchandise,0.99,,apple.com/bill,merchandise,1
2023-09-04,8035.0,libro fil.208,merchandise,54.42,,libro fil.,merchandise,1
2023-09-03,5739.0,wiener linien 701,other travel,2.61,,wiener linien ,car/bike/metro,1
2023-09-03,5739.0,five guys graben,dining,14.15,,five guys graben,dining,1
2023-09-03,5739.0,modi 1080,dining,12.62,,modi ,dining,1
2023-09-03,8035.0,sagi restaurant,dining,48.98,,sagi restaurant,dining,1
2023-09-02,5739.0,billa dankt,merchandise,71.16,,billa dankt,groceries,1
2023-09-01,5739.0,sumup  *die markthumme,merchandise,2.74,,sumup  *die markthumme,dining,1
2023-09-01,5739.0,lidl dankt 496,merchandise,17.5,,lidl dankt ,groceries,1
2023-08-31,5739.0,joseph brot,dining,4.27,,joseph brot,dining,1
2023-08-31,5739.0,billa dankt,merchandise,4.04,,billa dankt,groceries,1
2023-08-30,5739.0,wiener linien 2156,other travel,2.82,,wiener linien ,car/bike/metro,1
2023-08-30,5739.0,markta gmbh,merchandise,8.87,,markta gmbh,merchandise,1
2023-08-30,5739.0,oebb ticket automat,other travel,2.61,,oebb ticket automat,travel,1
2023-08-28,5739.0,billa dankt,merchandise,79.61,,billa dankt,groceries,1
2023-08-26,5739.0,aycan supermarkt,merchandise,9.52,,aycan supermarkt,groceries,1
2023-08-26,5739.0,billa dankt,merchandise,34.19,,billa dankt,groceries,1
2023-08-25,5739.0,spar dankt 4387,merchandise,4.97,,spar dankt ,groceries,1
2023-08-24,5739.0,billa dankt,merchandise,45.26,,billa dankt,groceries,1
2023-08-24,5739.0,interspar fil. 8730,merchandise,15.6,,interspar fil. ,groceries,1
2023-08-22,5739.0,motto brot,dining,5.35,,motto brot,dining,1
2023-08-22,5739.0,billa dankt,merchandise,10.27,,billa dankt,groceries,1
2023-08-20,5739.0,food lab s.r.o.,dining,3.81,,food lab s.r.o.,dining,1
2023-08-20,5739.0,food lab s.r.o.,dining,7.52,,food lab s.r.o.,dining,1
2023-08-20,5739.0,foodstock,dining,7.63,,foodstock,dining,1
2023-08-20,5739.0,matsu premium teacof,dining,18.09,,matsu premium teacof,dining,1
2023-08-20,5739.0,matsu premium teacof,dining,18.09,,matsu premium teacof,dining,2
2023-08-20,5739.0,ram s,dining,4.36,,ram s,dining,1
2023-08-19,5739.0,billa dankt,merchandise,39.51,,billa dankt,groceries,1
2023-08-18,5739.0,23 topcafe,dining,20.2,, topcafe,dining,1
2023-08-18,5739.0,billa dankt,merchandise,11.37,,billa dankt,groceries,1
2023-08-17,5739.0,billa dankt,merchandise,1.63,,billa dankt,groceries,1
2023-08-14,5739.0,billa dankt,merchandise,53.91,,billa dankt,groceries,1
2023-08-14,5739.0,bipa dankt,merchandise,11.44,,bipa dankt,groceries,1
2023-08-14,5739.0,apotheke zum weissen k,health care,23.14,,apotheke zum weissen k,health care,1
2023-08-12,5739.0,wiener linien 2344,other travel,2.87,,wiener linien ,car/bike/metro,1
2023-08-12,5739.0,coffee pirates,dining,4.96,,coffee pirates,dining,1
2023-08-12,5739.0,coffee pirates,dining,8.27,,coffee pirates,dining,1
2023-08-12,5739.0,hernals. kebap pizza,dining,13.78,,hernals. kebap pizza,dining,1
2023-08-12,5739.0,mel & koffie,dining,3.69,,mel & koffie,dining,1
2023-08-12,5739.0,libro fil.968,merchandise,7.89,,libro fil.,merchandise,1
2023-08-12,5739.0,markta gmbh,merchandise,19.14,,markta gmbh,merchandise,1
2023-08-11,5739.0,billa dankt,merchandise,22.12,,billa dankt,groceries,1
2023-08-11,5739.0,billa dankt,merchandise,13.08,,billa dankt,groceries,1
2023-08-10,3363.0,tier mobility se,other travel,0.66,,tier mobility se,car/bike/metro,1
2023-08-10,5739.0,taqueria la ventana,dining,42.34,,taqueria la ventana,dining,1
2023-08-10,5739.0,spar dankt 4727,merchandise,4.92,,spar dankt ,groceries,1
2023-08-09,3363.0,bike24 gmbh,merchandise,123.28,,bike gmbh,exercise,1
2023-08-08,5739.0,hernals. kebap pizza,dining,5.51,,hernals. kebap pizza,dining,1
2023-08-08,5739.0,paypal *momox se,merchandise,65.05,,paypal *momox se,home,1
2023-08-07,5739.0,billa dankt,merchandise,115.08,,billa dankt,groceries,1
2023-08-06,5739.0,gelateria la romana,dining,15.79,,gelateria la romana,dining,1
2023-08-05,3363.0,tier mobility se,other travel,0.66,,tier mobility se,car/bike/metro,1
2023-08-05,5739.0,billa dankt,merchandise,38.45,,billa dankt,groceries,1
2023-08-05,5739.0,bipa dankt,merchandise,12.99,,bipa dankt,groceries,1
2023-08-04,5739.0,uzr*haydnkino.at,entertainment,23.23,,uzr*haydnkino.at,entertainment,1
2023-08-04,5739.0,billa dankt,merchandise,4.79,,billa dankt,groceries,1
2023-08-04,5739.0,billa dankt,merchandise,11.26,,billa dankt,groceries,1
2023-08-04,3363.0,kindle svcs*ta16q8ol0,entertainment,13.99,,kindle svcs*taqol,learning,1
2023-08-04,3363.0,apple.com/bill,entertainment,0.99,,apple.com/bill,merchandise,1
2023-08-02,3363.0,tier mobility se,other travel,1.98,,tier mobility se,car/bike/metro,1
2023-08-02,8035.0,interspar dankt 8200,merchandise,41.68,,interspar dankt ,groceries,1
2023-08-02,5739.0,leporello die buchhand,merchandise,15.43,,leporello die buchhand,learning,1
2023-07-31,3363.0,tier mobility se,other travel,1.33,,tier mobility se,car/bike/metro,1
2023-07-31,5739.0,wiener linien 228,other travel,2.65,,wiener linien ,car/bike/metro,1
2023-07-31,5739.0,mei shi shop & eat,dining,6.96,,mei shi shop & eat,dining,1
2023-07-31,8035.0,tk maxx,merchandise,19.88,,tk maxx,merchandise,1
2023-07-30,5739.0,hernals. kebap pizza,dining,12.71,,hernals. kebap pizza,dining,1
2023-07-30,5739.0,alladean warenhandels,merchandise,3.43,,alladean warenhandels,merchandise,1
2023-07-29,8035.0,hofer dankt,merchandise,80.04,,hofer dankt,groceries,1
2023-07-28,8035.0,hofer dankt,merchandise,40.53,,hofer dankt,groceries,1
2023-07-27,5739.0,der mann - backwaren 9,dining,4.77,,der mann - backwaren ,dining,1
2023-07-27,5739.0,gasthaus rebhuhn,dining,17.74,,gasthaus rebhuhn,dining,1
2023-07-27,5739.0,hernals. kebap pizza,dining,7.21,,hernals. kebap pizza,dining,1
2023-07-27,5739.0,jonas reindl 1090,dining,7.54,,jonas reindl ,dining,1
2023-07-27,5739.0,jonas reindl 1090,dining,4.44,,jonas reindl ,dining,1
2023-07-27,5739.0,joseph brot,dining,9.81,,joseph brot,dining,1
2023-07-27,5739.0,buchhandlung orlando,merchandise,21.07,,buchhandlung orlando,learning,1
2023-07-27,5739.0,buchhandlung volksoper,merchandise,16.08,,buchhandlung volksoper,learning,1
2023-07-26,5739.0,spar dankt 4851,merchandise,10.92,,spar dankt ,groceries,1
2023-07-25,5739.0,stadt wien ma 44 kongr,other services,4.68,,stadt wien ma  kongr,exercise,1
2023-07-22,5739.0,charlie p's,dining,42.36,,charlie p's,dining,1
2023-07-22,5739.0,sumup  *caffecouture,dining,4.24,,sumup  *caffecouture,dining,1
2023-07-22,8035.0,billa dankt,merchandise,63.38,,billa dankt,groceries,1
2023-07-22,5739.0,shakespeare company,merchandise,84.23,,shakespeare company,learning,1
2023-07-21,5739.0,doenermeister,dining,7.3,,doenermeister,dining,1
2023-07-21,5739.0,billa dankt,merchandise,2.56,,billa dankt,groceries,1
2023-07-20,3363.0,kindle svcs*6979w5n53,entertainment,9.99,,kindle svcs*wn,learning,1
2023-07-19,5739.0,bipa dankt,merchandise,4.87,,bipa dankt,groceries,1
2023-07-18,5739.0,billa dankt,merchandise,36.83,,billa dankt,groceries,1
2023-07-18,3363.0,tmobile*prepaid web,phone/cable,64.6,,tmobile*prepaid web,utilities,1
2023-07-18,3363.0,yesss.at,merchandise,33.75,,yesss.at,utilities,1
2023-07-17,5739.0,billa dankt,merchandise,45.81,,billa dankt,groceries,1
2023-07-15,5739.0,mcdonalds 27,dining,15.18,,mcdonalds ,dining,1
2023-07-14,5739.0,billa dankt,merchandise,4.47,,billa dankt,groceries,1
2023-07-14,5739.0,billa dankt,merchandise,33.82,,billa dankt,groceries,1
2023-07-14,8035.0,apotheke zum weissen k,health care,26.76,,apotheke zum weissen k,health care,1
2023-07-13,5739.0,wiener linien 2401,other travel,2.89,,wiener linien ,car/bike/metro,1
2023-07-13,5739.0,sumup  *balthasar kaff,dining,4.23,,sumup  *balthasar kaff,dining,1
2023-07-13,5739.0,buchhandlung graben,merchandise,73.45,,buchhandlung graben,learning,1
2023-07-13,5739.0,shakespeare company,merchandise,45.27,,shakespeare company,learning,1
2023-07-12,8035.0,sumup  *finks-lebensmi,merchandise,17.94,,sumup  *finks-lebensmi,dining,1
2023-07-12,3363.0,amzn mktp de*1k2el97f5,merchandise,48.87,,amzn mktp de*kelf,merchandise,1
2023-07-10,5739.0,billa dankt,merchandise,40.87,,billa dankt,groceries,1
2023-07-10,5739.0,interspar dankt 8730,merchandise,27.08,,interspar dankt ,groceries,1
2023-07-08,5739.0,billa dankt,merchandise,37.26,,billa dankt,groceries,1
2023-07-07,8035.0,kismet supermarkt,merchandise,8.49,,kismet supermarkt,groceries,1
2023-07-06,8035.0,billa dankt,merchandise,22.82,,billa dankt,groceries,1
2023-07-06,8035.0,apotheke zum weissen k,health care,15.27,,apotheke zum weissen k,health care,1
2023-07-05,3363.0,apple.com/bill,entertainment,0.99,,apple.com/bill,merchandise,1
2023-07-04,3363.0,eb *american comedy ni,entertainment,32.92,,eb *american comedy ni,entertainment,1
2023-07-04,8035.0,billa dankt,merchandise,81.07,,billa dankt,groceries,1
2023-07-04,8035.0,bipa dankt,merchandise,26.85,,bipa dankt,groceries,1
2023-07-04,5739.0,veganista neustiftga,merchandise,10.72,,veganista neustiftga,merchandise,1
2023-07-02,5739.0,pizzeria amore mio,dining,15.31,,pizzeria amore mio,dining,1
2023-07-02,3363.0,kindle svcs*ac8gk3fl3,entertainment,14.99,,kindle svcs*acgkfl,learning,1
2023-06-30,8035.0,billa dankt,merchandise,17.23,,billa dankt,groceries,1
2023-06-30,5739.0,obi bau- und heimwerke,merchandise,51.46,,obi bau- und heimwerke,home,1
2023-06-27,8035.0,billa dankt,merchandise,18.6,,billa dankt,groceries,1
2023-06-27,5739.0,interspar dankt 8730,merchandise,20.16,,interspar dankt ,groceries,1
2023-06-26,5739.0,aycan supermarkt,merchandise,16.52,,aycan supermarkt,groceries,1
2023-06-24,5739.0,offerl schottengasse,dining,8.66,,offerl schottengasse,dining,1
2023-06-24,5739.0,sumup  *paremi gmbh,dining,80.03,,sumup  *paremi gmbh,dining,1
2023-06-24,5739.0,billa dankt,merchandise,7.98,,billa dankt,groceries,1
2023-06-23,5739.0,billa dankt,merchandise,53.43,,billa dankt,groceries,1
2023-06-22,8035.0,billa dankt,merchandise,10.54,,billa dankt,groceries,1
2023-06-21,5739.0,stadt wien ma 44 jörge,other services,4.6,,stadt wien ma  jörge,exercise,1
2023-06-21,5739.0,billa dankt,merchandise,4.47,,billa dankt,groceries,1
2023-06-20,3363.0,tier mobility se,other travel,3.28,,tier mobility se,car/bike/metro,1
2023-06-20,5739.0,obi bau- und heimwerke,merchandise,18.52,,obi bau- und heimwerke,home,1
2023-06-20,5739.0,gärtnerei dipl. ing zi,merchandise,16.97,,gärtnerei dipl. ing zi,merchandise,1
2023-06-19,5739.0,billa dankt,merchandise,51.55,,billa dankt,groceries,1
2023-06-18,5739.0,wiener linien 2295,other travel,2.85,,wiener linien ,car/bike/metro,1
2023-06-18,5739.0,swing kitchen,dining,14.48,,swing kitchen,dining,1
2023-06-18,5739.0,veganista taborstras,merchandise,10.75,,veganista taborstras,merchandise,1
2023-06-17,8035.0,billa dankt,merchandise,92.9,,billa dankt,groceries,1
2023-06-16,5739.0,billa dankt,merchandise,0.86,,billa dankt,groceries,1
2023-06-16,3363.0,amzn mktp de*069km88r5,merchandise,47.18,,amzn mktp de*kmr,merchandise,1
2023-06-14,5739.0,bipa dankt,merchandise,5.4,,bipa dankt,groceries,1
2023-06-14,5739.0,apotheke zum weissen k,health care,15.16,,apotheke zum weissen k,health care,1
2023-06-14,5739.0,obi bau- und heimwerke,merchandise,16.95,,obi bau- und heimwerke,home,1
2023-06-13,5739.0,burger king elterleinp,dining,16.08,,burger king elterleinp,dining,1
2023-06-13,5739.0,billa dankt,merchandise,11.73,,billa dankt,groceries,1
2023-06-12,5739.0,bartholomaeus apotheke,health care,2.32,,bartholomaeus apotheke,health care,1
2023-06-11,5739.0,zur grunen laterne,dining,43.16,,zur grunen laterne,dining,1
2023-06-11,5739.0,cennur & volksgarten,dining,6.37,,cennur & volksgarten,entertainment,1
2023-06-10,5739.0,superpedestrian,internet,2.16,,superpedestrian,car/bike/metro,1
2023-06-10,5739.0,superpedestrian,internet,5.39,,superpedestrian,car/bike/metro,1
2023-06-10,5739.0,wiener linien 2369,other travel,2.81,,wiener linien ,car/bike/metro,1
2023-06-10,5739.0,billa dankt,merchandise,58.46,,billa dankt,groceries,1
2023-06-09,5739.0,sumup  *am garbanzo ga,merchandise,27.07,,sumup  *am garbanzo ga,dining,1
2023-06-07,5739.0,billa dankt,merchandise,18.44,,billa dankt,groceries,1
2023-06-07,5739.0,billa dankt,merchandise,22.59,,billa dankt,groceries,1
2023-06-07,5739.0,obi bau- und heimwerke,merchandise,5.35,,obi bau- und heimwerke,home,1
2023-06-06,5739.0,airbnb * hm29a2qzcr,other travel,359.02,,airbnb * hmaqzcr,travel,1
2023-06-05,5739.0,billa dankt,merchandise,49.98,,billa dankt,groceries,1
2023-06-05,3363.0,amzn mktp de*fo6q88vy5,merchandise,72.56,,amzn mktp de*foqvy,merchandise,1
2023-06-04,3363.0,apple.com/bill,entertainment,0.99,,apple.com/bill,merchandise,1
2023-06-03,5739.0,hernals. kebap pizza,dining,5.39,,hernals. kebap pizza,dining,1
2023-06-03,5739.0,modi 1080,dining,48.94,,modi ,dining,1
2023-06-03,5739.0,stefans grill,dining,15.63,,stefans grill,dining,1
2023-06-02,3363.0,tier mobility se,other travel,0.65,,tier mobility se,car/bike/metro,1
2023-06-02,5739.0,bushplanet clones,health care,12.8,,bushplanet clones,entertainment,1
